Date,Price,Open,High,Low,Vol.,Change %
06/11/2024,119.4,123.0,123.0,118.31,5.62M,-1.65%
06/10/2024,121.4,123.78,123.85,120.26,3.38M,-1.78%
06/07/2024,123.6,124.99,124.99,120.36,6.55M,-1.11%
06/06/2024,124.99,126.64,128.6,124.5,4.73M,-1.30%
06/05/2024,126.64,129.5,129.9,126.45,3.74M,-1.75%
06/04/2024,128.89,132.52,132.8,128.85,5.74M,-2.59%
06/03/2024,132.32,133.99,134.0,131.9,3.16M,-1.03%
05/31/2024,133.7,132.8,134.25,131.7,5.36M,0.68%
05/30/2024,132.8,133.5,133.5,131.0,6.99M,-0.04%
05/29/2024,132.85,136.96,136.96,131.5,9.77M,-2.90%
05/27/2024,136.82,139.5,139.5,136.7,2.71M,-1.57%
05/24/2024,139.0,141.0,141.1,138.8,5.80M,-0.39%
05/23/2024,139.55,136.02,140.45,135.51,15.11M,2.23%
05/22/2024,136.5,135.0,137.69,134.75,4.40M,1.11%
05/21/2024,135.0,136.02,137.1,134.8,2.29M,-1.03%
05/20/2024,136.4,138.25,138.25,135.65,3.68M,-1.30%
05/17/2024,138.2,138.0,139.19,137.0,2.60M,0.22%
05/16/2024,137.9,139.8,140.29,137.71,3.34M,-0.86%
05/15/2024,139.1,140.0,142.0,138.7,13.25M,-0.57%
05/14/2024,139.9,135.6,140.1,134.75,18.22M,3.78%
05/13/2024,134.8,133.99,137.33,132.7,8.98M,0.79%
05/10/2024,133.75,134.1,135.99,133.5,3.47M,0.21%
05/09/2024,133.47,133.21,134.75,132.79,2.60M,-0.17%
05/08/2024,133.7,133.0,135.1,133.0,10.02M,-0.74%
05/07/2024,134.69,136.4,136.8,134.3,6.65M,-1.40%
05/06/2024,136.6,139.1,140.5,136.35,11.67M,-0.83%
05/03/2024,137.75,133.25,139.5,132.01,16.08M,3.89%
05/02/2024,132.59,133.62,135.25,131.63,7.31M,-0.68%
04/30/2024,133.5,134.11,137.85,133.01,13.58M,-0.72%
04/29/2024,134.47,137.9,138.3,133.92,5.41M,-1.88%
04/26/2024,137.05,137.35,139.4,135.36,7.24M,0.08%
04/25/2024,136.94,135.0,137.5,133.25,8.80M,1.55%
04/24/2024,134.85,134.0,135.6,133.79,4.95M,0.75%
04/23/2024,133.85,135.8,135.87,133.5,3.46M,-1.22%
04/22/2024,135.5,134.0,138.0,132.2,12.88M,1.12%
04/19/2024,134.0,132.56,135.39,131.15,8.42M,1.28%
04/18/2024,132.3,131.8,133.8,129.79,7.64M,0.92%
04/17/2024,131.1,132.97,132.97,131.0,4.28M,-1.80%
04/16/2024,133.5,134.05,136.6,133.03,10.71M,-0.45%
04/15/2024,134.1,129.99,134.7,127.4,15.72M,4.36%
04/09/2024,128.5,128.5,129.9,127.0,4.87M,0.16%
04/08/2024,128.3,126.45,129.4,126.45,5.87M,2.39%
04/04/2024,125.3,125.6,128.99,125.02,7.92M,2.12%
04/03/2024,122.7,119.5,123.0,118.76,5.59M,3.24%
04/02/2024,118.85,120.0,120.0,118.25,2.00M,-0.48%
04/01/2024,119.42,121.4,122.4,119.0,1.84M,-1.59%
03/29/2024,121.35,123.02,123.5,121.2,2.79M,-1.28%
03/28/2024,122.92,122.8,123.7,121.85,4.20M,0.18%
03/27/2024,122.7,123.21,123.73,122.21,4.51M,0.09%
03/26/2024,122.59,121.6,124.39,121.16,20.90M,1.11%
03/25/2024,121.25,121.9,124.78,120.7,16.00M,3.01%
03/22/2024,117.71,119.8,119.85,117.26,3.52M,-1.27%
03/21/2024,119.22,122.03,123.0,119.2,4.60M,-2.28%
03/20/2024,122.0,123.12,124.85,121.11,5.33M,-0.73%
03/19/2024,122.9,123.0,124.99,122.03,4.30M,-0.28%
03/18/2024,123.25,124.05,125.4,122.71,3.15M,-0.80%
03/15/2024,124.25,128.15,128.97,123.0,8.02M,-2.32%
03/14/2024,127.2,122.52,127.5,122.52,3.55M,3.58%
03/13/2024,122.8,124.65,125.0,120.51,4.04M,-0.97%
03/12/2024,124.0,128.05,128.49,123.0,4.05M,-2.94%
03/11/2024,127.75,130.0,130.35,127.5,4.23M,-1.28%
03/08/2024,129.4,130.0,130.8,128.5,6.23M,-1.47%
03/07/2024,131.33,128.0,131.9,127.85,9.80M,2.59%
03/06/2024,128.02,127.11,131.65,127.11,11.20M,0.02%
03/05/2024,127.99,133.49,133.49,127.25,10.47M,-3.46%
03/04/2024,132.58,125.0,132.58,124.3,20.95M,6.96%
03/01/2024,123.95,125.34,125.79,122.99,4.79M,-1.08%
02/29/2024,125.3,123.25,127.86,123.25,10.85M,1.58%
02/28/2024,123.35,120.0,124.71,120.0,6.72M,2.45%
02/27/2024,120.4,125.44,125.55,120.25,10.00M,-4.15%
02/26/2024,125.61,125.89,129.75,124.01,14.94M,0.14%
02/23/2024,125.44,116.0,125.44,116.0,16.62M,7.67%
02/22/2024,116.5,117.5,118.4,115.51,5.78M,-0.60%
02/21/2024,117.2,116.99,118.44,114.5,6.51M,3.40%
02/20/2024,113.35,116.51,118.74,112.1,10.49M,-2.30%
02/19/2024,116.02,104.5,116.02,104.5,12.16M,7.63%
02/16/2024,107.8,112.8,116.2,105.72,20.69M,-5.02%
02/15/2024,113.5,123.5,123.9,113.15,12.07M,-6.81%
02/14/2024,121.8,125.52,128.0,117.0,32.23M,-1.88%
02/13/2024,124.14,124.14,126.49,124.14,14.95M,-7.50%
02/12/2024,134.2,140.0,141.0,134.2,14.94M,-7.78%
02/09/2024,145.52,146.0,148.3,139.37,18.93M,-3.62%
02/07/2024,150.99,156.0,157.4,150.1,24.95M,-3.21%
02/06/2024,156.0,150.15,158.59,150.15,23.12M,5.62%
02/02/2024,147.7,145.1,149.5,141.3,13.58M,2.21%
02/01/2024,144.5,135.89,145.1,134.7,16.99M,7.02%
01/31/2024,135.02,135.9,138.5,134.65,6.01M,0.76%
01/30/2024,134.0,137.97,140.0,130.05,17.14M,-2.44%
01/29/2024,137.35,140.5,140.79,136.5,7.10M,-2.32%
01/26/2024,140.61,135.01,143.2,133.88,31.07M,4.21%
01/25/2024,134.93,143.88,148.85,134.93,49.68M,-6.56%
01/24/2024,144.4,136.0,146.74,134.8,33.65M,5.80%
01/23/2024,136.48,134.94,138.9,127.2,52.95M,2.21%
01/22/2024,133.53,124.5,133.53,124.5,16.63M,7.25%
01/19/2024,124.5,124.9,125.98,123.2,2.99M,0.32%
01/18/2024,124.1,125.9,125.9,122.5,6.66M,-1.60%
01/17/2024,126.12,125.0,128.52,123.55,10.10M,-0.06%
01/16/2024,126.19,129.23,129.87,126.01,9.85M,-2.56%
01/15/2024,129.51,128.6,133.8,128.51,18.59M,1.50%
01/12/2024,127.6,128.5,129.5,125.9,16.50M,0.24%
01/11/2024,127.3,123.5,128.45,122.9,11.34M,3.93%
01/10/2024,122.49,122.75,126.7,122.0,18.03M,0.32%
01/09/2024,122.1,124.44,125.0,121.81,4.62M,-0.89%
01/08/2024,123.2,125.21,125.8,123.05,2.82M,-1.40%
01/05/2024,124.95,125.6,127.35,121.0,7.66M,-0.60%
01/04/2024,125.7,128.0,128.4,123.95,7.83M,-1.33%
01/03/2024,127.4,124.0,128.1,122.2,17.71M,3.67%
01/02/2024,122.89,124.0,126.7,121.51,24.57M,1.66%
01/01/2024,120.88,113.0,120.88,113.0,10.26M,7.83%
12/29/2023,112.1,110.54,115.9,109.7,10.44M,1.54%
12/28/2023,110.4,108.25,112.0,107.51,12.29M,3.15%
12/27/2023,107.03,104.9,107.99,104.0,8.31M,1.79%
